词频,单词,发音,中文
1,emergence,[?'m??d??ns],n.浮现 露出  植物 突出体 出现
1,scarcity,[ske?s?ti],n.缺乏 不足
1,systematically,[?s?st?'m?t?kl?],adv.系统地 有系统地
1,creature,[kri?t??],n.人 动物 傀儡 创造物
1,auto,[??t??],n.<美口>汽车
1,pilot,[pa?l?t],n.飞行员 领航员 引水员vt.驾驶 飞机等  领航 引水v.驾驶
1,nevertheless,[nev???'les], conj.然而 不过adv.仍然 不过
1,predictable,[pr?'d?kt?b?l],adj.可预言的
1,outline,[a?tla?n],n.大纲 轮廓 略图 外形 要点 概要vt.描画轮廓 略述
1,arouse,[?'ra?z],vt.唤醒 唤起 鼓励 引起vi.睡醒
1,brighten,[bra?t?n],v. 使 变亮  使 愉快
1,tactic,[t?kt?k],n.策略 战略adj.按顺序的 排列的
1,recently,[?ri?s?ntli],adv.最近
1,ordinarily,[??d?n'er?li],adv.普通 平常
1,exactly,[?ɡ'z?ktli],adv.正确地 严密地
1,daughter,[d??t?],n.女儿adj.女儿的 如女儿的 关系如女儿的
1,basketball,[?bɑ?sk?t?b??l],n.篮球 篮球运动
1,tournament,[t??n?m?nt],n.比赛 锦标赛 联赛
1,morning,[m??n??],n.早晨 上午
1,political,[p?'l?t?k?l],adj.政治的 行政上的
1,headline,[hedla?n],n.大字标题
1,neither,[ni???],adj.pron.两者都不 conj.既不...又不 也不
1,amuse,[?'mju?z],vt.使发笑 使愉快
1,nor,[n??], conj.也不
1,moment,[m??m?nt],adj.片刻的 瞬间的 力矩的n.瞬间
1,oh,[??],int.[表示惊讶、害怕等] 哦 哎哟
1,michael,[ma?k?l],n.迈克尔 男子名 
1,hesitation,[hez?'te???n],n.犹豫 踌躇
1,backfire,[b?k'fa??],n.逆火
1,expertise,[eksp?'ti?z],n.专家的意见 专门技术
1,humanistic,[?hju?m?'n?st?k],adj.人文主义的
1,management,[m?n?d?m?nt],n.经营 管理 处理 操纵 驾驶 手段
1,pray,[pre?],v.祈祷 恳求 请
1,journey,[?d???ni],n.旅行 旅程v.旅行
1,miracle,[m?r?k?l],n.奇迹 奇事
1,inspire,[?n'spa??],vt.吸 气  鼓舞 感动 激发 启示 使生灵感 产生vi.吸入 赋予灵感
1,essentially,[?'sen??li],adv.本质上 本来
1,instruction,[?n'str?k??n],n.指示 用法说明 书  教育 指导 指令
1,curious,[kj??ri?s],adj.好奇的 求知的 古怪的 爱挑剔的
1,everyday,[evride?],adj.每天的 日常的 平常的 平凡的
1,roadside,[r??dsa?d],n.路旁adj.路旁的
1,monument,[m?nj?m?nt],n.纪念碑
1,haven,[he?v?n],n.港口 避难所
1,sort,[s??t],n.种类 类别v.分类 拣选
1,protective,[pr?'tekt?v],adj.给予保护的 保护的
1,gear,[ɡ??],n.齿轮 传动装置v.调整  使 适合 换档
1,television,[tel?v???n],n.电视 电视机 电机学 电视广播事业
1,veteran,[vet?r?n],n.老兵 老手 富有经验的人 退伍军人adj.老兵的 经验丰富的
1,audrey,[???dri?],n.奥德丽 女子名 
1,voice,[v??s],n.声音 嗓音 发音能力 意见 发言权 [语法]语态vt.表达 吐露
1,individuality,[?nd?v?d?u?'?l?ti],n.个性 个人的特性  通常用复数 个人的嗜好
1,signature,[s?ɡn?t??],n.签名 署名 信号
1,super,[su?p?],n.不重要的角色 冗员vt.用冷纱布贴 书背 vi.充当跑龙套的角色adj.上等的 特大的 特级的 十分的 过分的 极好的adv.非常  n.上标 下标
1,enthusiast,[?n'θju?zi?st],n.热心家 狂热者
1,hat,[h?t],n.帽子vt.戴帽子
1,embrace,[?m'bre?s],vt.拥抱 互相拥抱 包含 收买 信奉vi.拥抱n.拥抱
1,etc,[etk],adv.<拉>及其他 等等
1,relation,[r?'le???n],n.关系 联系 叙述 故事 亲戚
1,shorten,[???t?n],v.缩短  使 变短
1,audience,[???di?ns],n.听众 观众 接见 拜见
1,ell,[el],n.旧时量布的长度
1,favorite,[fe?vr?t],n.特别喜欢的人 或物  喜欢的事物 亲信 心腹 幸运儿adj.喜爱的 宠爱的 中意的
1,california,[?k?l?'f??nj?],n.加利福尼亚 加州
1,barbara,[?bɑ?b?r?],n.芭芭拉
1,impression,[?m'pre??n],n.印象 感想 盖印 压痕
1,sparkle,[spɑ?k?l],v.发火花  使 闪耀  香槟酒等 发泡 用眼神表达 发光闪烁n.火花 闪光 光彩 活力 发泡
1,essential,[?'sen??l],adj.本质的 实质的 基本的 提炼的 精华的n.本质 实质 要素 要点
1,storytelling,[st??r?tel??],adj.说故事 说谎话
1,shy,[?a?],adj.怕羞的 畏缩的 害羞的
1,vulnerable,[v?ln?r?b?l],adj.易受攻击的 易受...的攻击
1,actuality,[?kt?u?'?l?ti],n.实在 现状
1,fun,[f?n],n.娱乐 玩笑 嬉笑 有趣的人或事物vi.开玩笑adj.供娱乐用的
1,reserve,[r?'z??v],n.储备 物  储藏量 预备队vt.储备 保存 保留 预定 预约
1,attentively,[?'tent?vli],adv.注意地 留意地
1,enjoyable,[?n?d????bl],adj.令人愉快的 可享受的
1,somewhat,[s?mw?t],adv.稍微 有点 有些
1,tv,[ti?'vi?],n.电视 [域] Tuvalu  图瓦鲁
1,himself,[?m'self], pron.他自己 他亲自
1,utter,[?t?],adj.全然的 绝对的vt.发出 做声 发表 发射 流通
1,england,[??ɡl?nd],n.英格兰 英国的主要部分  英格兰和威尔士 英国
1,excess,[?k'ses],n.过度 剩于 无节制 超过 超额adj.过度的 额外的
1,adversely,[?d'v??sl?],adv.逆地 反对地
1,strongly,[str??li],adv.强有力的 坚固地 坚强地 激烈地
1,biology,[ba?'?l?d?i],n.生物学 生物 总称 
1,induce,[?n'dju?s],vt.劝诱 促使 导致 引起 感应
1,entirely,[?n'ta??li],adv.完全地 全然地 一概地
1,chronic,[kr?n?k],adj.慢性的 延续很长的
1,stigma,[st?ɡm?],n.污名  植物 柱头 [动物] 气门 耻辱
1,disagree,[d?s?'ɡri?],vi.不一致 不适宜
1,special,[spe?l],n.特派员 专车 专刊adj.特别的 特殊的 专门的 专用的
1,adopt,[?'d?pt],vt.采用 收养
1,outcome,[a?tk?m],n.结果 成果
1,harmless,[hɑ?ml?s],adj.无害的
1,autonomy,[??'t?n?mi],n.自治
1,rob,[r?b],v.抢夺 抢掠 剥夺
1,motivation,[m??t?'ve???n],n.动机
1,insurance,[?n'???r?ns],n.保险 保险单 保险业 保险费
1,surgery,[s??d??ri],n.外科 外科学 手术室 诊疗室
1,warn,[w??n],vt.警告 注意 通知vi.发出警告 发出预告
1,neglect,[n?'ɡlekt],vt.忽视 疏忽 漏做n.忽视 疏忽 漏做
1,responsible,[r?'sp?ns?b?l],adj.有责任的 可靠的 可依赖的 负责的
1,afford,[?'f??d],vt.提供 给予 供应得起 
1,clarity,[kl?r?ti],n.清楚 透明
1,spread,[spred],n.伸展 展开 传播 蔓延 酒席 宴会 桌布v.伸展 展开 铺 涂 敷 摆 传播 散布
1,shortage,[???t?d?],n.不足 缺乏
1,nationwide,[?ne???n?wa?d],adj.全国性的
1,rapidly,[r?p?dl?],adv.迅速地
1,access,[??kses],n.通路 访问 入门vt.存取 接近
1,learner,[l??n?],n.学习者 初学者
1,stereotype,[steri?ta?p],n.[印]铅版 陈腔滥调 老套vt.使用铅版 套用老套 使一成不变
1,assistant,[?'s?st?nt],n.助手 助教adj.辅助的 助理的
1,department,[d?'pɑ?tm?nt],n.部 局 处 科 部门 系 学部
1,borough,[b?r?],n.自治的市镇 区
1,ma,[em'e?],n.<口>妈 [域] Morocco  摩洛哥 MA :  文学硕士  M.A. Master of Arts 
1,path,[pɑ?θ],n.小路 小径 路线 轨道 通道
1,resistance,[r?'z?st?ns],n.反抗 抵抗 抵抗力 阻力 电阻 阻抗
1,intend,[?n'tend],vt.想要 打算 意指 意谓
1,salary,[s?l?ri],n.薪水vt.给...加薪
1,elementary,[el?'ment?ri],adj.初步的 基本的 [化]元素的 自然力的
1,recruitment,[r??kru?tm?nt],n.征募新兵 补充
1,comment,[k?ment],n.注释 评论 意见vi.注释 评论
1,broaden,[br??d?n],v.放宽 变宽 扩大 加宽
1,horizon,[h?'ra?z?n],n.地平线n.地平 线   知识 思想等的 范围 视野
1,urgency,[??d??nsi],n.紧急 紧急的事 强求 催促 坚持
1,awkward,[??kw?d],adj.难使用的 笨拙的
1,prejudice,[pred??d?s],n.偏见 成见 损害 侵害v.损害
1,socially,[s????li],adv.在社交方面 善于交际地 在社会地位上 在全社会中
1,recruit,[r?'kru?t],n.新兵 新分子 新会员vt.使恢复 补充 征募vi.征募新兵 复原
1,attract,[?'tr?kt],vt.吸引vi.有吸引力 引起注意
1,persuade,[p?'swe?d],v.说服 劝说  使 相信 劝某人做 不做 某事
1,advancement,[?d'vɑ?nsm?nt],n.前进 进步
1,iv,[a?'vi?],intravenous 静脉内的
1,seep,[si?p],v.渗出 渗漏
1,evaporation,[??v?p?'re???n],n.蒸发 作用 
1,realise,[r??la?z],v.觉悟 明白
1,saturday,[?s?t?de?],n.星期六
1,town,[ta?n],n.市镇 城镇
1,hostess,[h??st?s],n.女主人 女房东 女老板 女服务员 舞女
1,guest,[ɡest],n.客人 来宾 旅客vt.招待 款待vi.作客 寄宿
1,discount,[d?ska?nt],n.折扣
1,wine,[wa?n],n.葡萄酒 酒
1,soft,[s?ft],adj.软的 柔软的 温和的 温柔的 不含酒精的n.软件
1,dish,[d??],n.盘 碟 盘装菜v.提出 碟形卫星天线
1,remark,[r?'mɑ?k],n.备注 评论 注意 注释vt.评论 注意 谈及vi.谈论
1,arrive,[?'ra?v],vi.到达 抵达
1,commute,[k?'mju?t],v.交换 抵偿 减刑 <电工>整流
1,miami,[ma?'?mi],n.迈阿密 美国佛罗里州达东南部港市 
1,convenience,[k?n'vi?ni?ns],n.便利 方便 有益 有用的 方便的用具、机械、安排等
1,compact,[k?m'p?kt],adj.紧凑的 紧密的 简洁的n.契约 合同 小粉盒
1,lt,[],Low Tension 低压的
1,dealer,[di?l?],n.经销商 商人
1,escape,[?'ske?p],n.逃 逃亡 溢出设备 出口 逃跑 [植]野生vi.逃脱 避开 溜走vt.逃避 避免 被忘掉
1,native,[ne?t?v],n.本地人 土产 土人adj.本国的 出生地的 本地的 与生俱来的 天赋的 土产的 土著的
1,north,[n??θ],n.北 北方 北部adj.北 北方的adv.在北方 向北方
1,spanish,[sp?n??],adj.西班牙的 西班牙人的 西班牙语的n.西班牙人 西班牙语
1,explorer,[?k'spl??r?], [计]Windows资源管理器 n.探险家 探测者 探测器
1,sudden,[?s?dn],adj.突然的 意外的
1,supply,[s?'pla?],n.补给 供给 供应品vt.补给 供给 提供 补充 代理vi.替代他人职务
1,chain,[t?e?n],n.链 条  [常 pl.] 镣铐 一连串 一系列vt.用链条拴住
1,environmental,[?nva?r?n'ment?l],adj.周围的 环境的n.环境论
1,pollution,[p?'lu???n],n.污染 玷污
1,fil,[f?l],n.费尔 伊拉克的钱币 
1,pig,[p?ɡ],n.猪 猪肉 贪婪的人v.生小猪 贪婪地吃
1,victim,[v?kt?m],n.受害人 牺牲者 牺牲品
1,eagle,[?i?ɡ?l],n.鹰 鹰状标饰
1,completely,[k?m?pli?tli],adv.十分 完全地
1,reproduce,[ri?pr?'dju?s],v.繁殖 再生 复制 使...在脑海中重现
1,taste,[te?st],v.品尝 辨味  of 有 ...味道 领略vt.体验 感到n.味道 味觉
1,tank,[t??k],n. 盛液体 气体的大容器 桶、箱、罐、槽 池塘 坦克 战车 柜 储水池vt.储于槽中 击败vi.大量喝酒
1,brew,[bru?],v.酿造 酝酿
1,burn,[b??n],v.烧 烧焦 点 灯  使感觉烧热n.烧伤 灼伤
1,float,[fl??t],n.漂流物 浮舟 漂浮 浮萍 彩车vi.浮动 飘浮 散播 摇摆 漂浮 动摇 计划等 付诸实行vt.使漂浮 容纳 淹没 发行 实行 用水注满
1,oven,[?v?n],n.烤箱 烤炉 灶
1,evenly,[?i?v?nli],adv.均匀地 平坦地
1,manufacture,[m?nj?'f?kt??],vt.制造 加工n.制造 制造业 产品
1,roaster,[r??st?],n.炙烤者 烘烤器
1,collaborate,[k?'l?b?re?t],vi.合作 通敌
1,abandon,[?'b?nd?n],vt.放弃 遗弃 n.放任 狂热
1,attempt,[?'tempt],n.努力 尝试 企图vt.尝试 企图
1,sightsee,[sa?tsi?],vi.观光
1,trail,[tre?l],n.踪迹 痕迹 形迹vt.跟踪 追踪 拉 拖 拖拉  指植物 蔓生 蔓延  指人 没精打采地走
1,annually,[?nju??li],adv.一年一次 每年
1,villager,[v?l?d??],n.村民
1,queen,[kwi?n],n.王后 女王
1,bake,[be?k],v.烘焙 烤 烧硬
1,fruit,[fru?t],n.水果 果实 果类 成果vi.结果实
1,pie,[pa?],n.馅饼 杂乱 喜鹊 爱说话的人vt.弄乱
1,winter,[w?nt?],n.冬 冬季 萧条期 衰退期adj.冬天的vt.对...进行冬天保护vi.过冬
1,scenery,[si?n?ri],n.风景 景色
1,jan,[d??n],n.一月 =January 
1,newton,[nju?t?n],n. <物>牛顿 力的单位 
1,alaska,[??l?sk?],n.阿拉斯加州 美国州名 
1,compete,[k?m'pi?t],vi.比赛 竞争
1,husband,[h?zb?nd],n.丈夫
1,sahara,[s??hɑ?r?],n.撒哈拉沙漠 非洲北部大沙漠  荒野
1,soar,[s??],v.高飞 高丛 滑翔 剧增 昂扬n.高飞范围 高涨程度
1,fahrenheit,[f?r?nha?t],adj.华氏温度计的n.华氏温度计 华氏温度计
1,underground,[??nd??ɡra?nd],adj.地下的 地面下的 秘密的n.[英] 地铁adv.在地下 秘密地
1,brutal,[bru?t?l],adj.残忍的 兽性的
1,ray,[re?],n.光线 闪烁 微量vi.射出光线 浮现 放射光线vt.放射 显出
1,belgian,[beld??n],n.比利时人adj.比利时的
1,dig,[d?ɡ],v.掘 挖 钻研 搜集
1,melt,[melt],v. 使 融化  使 熔化 使软化 使感动
1,bottom,[b?t?m],n.底 底部 尽头 末端adj.底部的vt.装底 查明真相 测量深浅vi.到达底部 建立基础
1,shoe,[?u?],n.鞋 鞋子v.穿...鞋
1,belgium,[beld??m],n.比利时 西欧国家 首都布鲁塞尔Brussels 
1,microscope,[ma?kr?sk??p],n.显微镜
1,triangular,[tra?'??ɡj?l?],adj.三角形的 三人间的
1,prism,[pr?z?m],n.[物]棱镜 [数]棱柱
1,metallic,[m?'t?l?k],adj.金属 性 的
1,awful,[???f?l],adj.可怕的 威严的 <口>极度的 糟糕的
1,ph,[pi?'e?t?], [域] Philippines  菲律宾  [军] Probability of Hit 命中率  [化] 表示氢离子活度的 pH值
1,knife,[na?f],n.刀 餐刀
1,lamp,[l?mp],n.灯vt.照亮
1,jump,[d??mp],n.跳跃 上涨 惊跳vt.跳跃 跃过 突升 使跳跃vi.跳跃 暴涨
1,summer,[s?m?],n.夏季vi.避暑 过夏天adj.夏季的 在夏季的
1,consciously,[k?n??sli],adv.有意识地 自觉地
1,specimen,[spes?m?n],n.范例 标本 样品 样本 待试验物
1,moderate,[m?d?re?t],adj.中等的 适度的 适中的v.缓和
1,thick,[θ?k],adj.厚的 粗的 稠的 浓的n.最拥挤部份 活动最多部份 事物的粗大浓密部份
1,tiny,[ta?ni],adj.很少的 微小的
1,extreme,[?k'stri?m],adj.尽头的 极端的 极度的 偏激的 最后的n.极端 极端的事物
1,dramatic,[dr?'m?t?k],adj.戏剧性的 生动的
1,thrive,[θra?v],v.兴旺 繁荣 茁壮成长 旺盛
1,preparatory,[pr?'p?r?t?ri],adj.预备的
1,unlikely,[?n'la?kli],adj.未必的 不太可能的 靠不住的
1,lifetime,[la?fta?m],n.一生 终生 寿命
1,earnings,[??n??z],n.所得 收入
1,crime,[kra?m],n.犯罪 犯罪行为 罪行 罪恶
1,welfare,[welfe?],n.福利 安宁 幸福 福利事业 社会安全adj.福利的
1,dependence,[d?'pend?ns],n.依靠 依赖 信任 信赖
1,eighth,[e?tθ], num.第八
1,instability,[?nst?'b?l?ti],n.不稳定 性 
1,addition,[?'d???n],n.加 加起来 增加物 增加 加法
1,furthermore,[f????m??],adv.此外 而且
1,jl,['d?e?'el], =Journal July 
1,burden,[b??d?n],n.担子 负担v.负担
1,ride,[ra?d],v.骑 乘n.骑 乘
1,forever,[f?r?ev?r],adv.永远 永恒 永久 常常 始终
1,succeed,[s?k'si?d],vi. ～ in  成功v.继...之后 继任 继承 取得成功
1,academically,[??k?'dem?kl?],adv.学术上 学理上
1,tl,[],n.[化]铊
1,adolescent,[?d?'les?nt],adj.青春期的 青春的 n.青少年
1,assess,[?'ses],vt.估定 评定
1,biological,[ba??'l?d??k?l],adj.生物学的
1,smart,[smɑ?t],n.刺痛 痛苦adj.巧妙的 聪明的 漂亮的 潇洒的 刺痛的 剧烈的 厉害的 敏捷的vi.刺痛 懊恼 轻快地 严厉地 灵巧地 精确的 时髦地 大大的
1,solely,[s??lli],adv.独自地 单独地
1,predict,[pr?'d?kt],v.预知 预言 预报
1,worsen,[w??s?n],v. 使 变得更坏 恶化 损害
1,hopeless,[h??pl?s],adj.没有希望的 绝望的 不可救药
1,affair,[?'fe?],n.事务 事件 私事 恋爱事件  尤指关系不长久的 风流韵事
1,bully,[b?li],n.欺凌弱小者vt.威吓 威逼
1,exclude,[?k'sklu?d],vt.拒绝接纳 把...排除在外 排斥
1,defeat,[d?'fi?t],n.击败 战胜 失败vt.击败 战胜 使失败 挫折v.击败
1,intervention,[?nt?'ven??n],n.干涉
1,oxygen,[?ks?d??n],n.[化]氧
1,possibility,[p?s?'b?l?ti],n.可能性 可能发生的事物
1,replicate,[repl?ke?t],v.复制
1,hope,[h??p],n.希望 信心v.希望 盼望 期待 信赖
1,counselor,[ka?ns?l?],n.顾问 法律顾问
1,perspective,[p?'spekt?v],n.透视画法 透视图 远景 前途 观点 看法 观点 观察
1,decisive,[d?'sa?s?v],adj.决定性的
1,unchangeable,[?n't?e?nd??b?l],adj.不变的 不能改变的
1,enormous,[??n??m?s],adj.巨大的 庞大的 <古>极恶的 凶暴的
1,stable,[ste?b?l],adj.稳定的
1,respond,[r?'sp?nd],v.回答 响应 作出反应vi.有反应
1,relevant,[rel?v?nt],adj.有关的 相应的
1,combination,[k?mb?'ne???n],n.结合 联合 合并 化合 化合物
1,tomorrow,[t?'m?r??],adv.明天见n.明天 未来
1,subject,[s?bd??kt],n.题目 主题 科目 学科 国民 [语法]主语adj.受他国统治的 未独立的 受制于...的 受...影响的 以...为条件的vt.使屈从于... 使隶属
1,imagination,[?m?d??'ne???n],n.想象 空想 想象的事物 想象力 听觉
1,patience,[?pe??ns],n.耐性 忍耐 Patience 佩兴斯 女子名 
1,fib,[f?b],n.无伤大雅的谎言 小谎 一击 打vi.撒小谎vt.一击 打
1,nasa,[n?s?], National Aeronautics and Space Administration  美国 国家航空和宇宙航行局
1,propulsion,[pr?'p?l??n],n.推进 推进力
1,spatial,[spe???l],adj.空间的
1,mathematical,[m?θ?'m?t?k?l],adj.数学的 精确的
1,architectural,[ɑ?k?'tekt??r?l],adj.建筑上的 建筑学的
1,block,[bl?k],n.木块 石块 块 街区 印版 滑轮 阻滞  一 批vt.防碍 阻塞
1,creator,[kri'e?t?],n.[计] 创建者 创作者
1,room,[ru?m],n.房间 屋子 寓所 场所 地位 空间 机会 余地
1,secondly,[sek?ndli],adv.第二 其次
1,handy,[h?ndi],adj.手边的 就近的 唾手可得的 便利的 敏捷的 容易取得的
1,anywhere,[eniwe?],adv.无论何处
1,blend,[blend],vt.混和n.混和
1,curriculum,[k?'r?kj?l?m],n.课程
1,familiarize,[f?'m?li?ra?z],v.熟悉
1,gadget,[ɡ?d??t],n.小器具 小配件 小玩意 诡计
1,po,[pi?'??], symb.[化]钋  polonium n. pos 便壶 夜壶n.波河
1,calculator,[k?lkj?le?t?],n.计算机 计算器
1,disadvantage,[d?s?d'vɑ?nt?d?],n.不利 不利条件 缺点 劣势
1,middle,[m?d?l],n.中间 当中adj.中间的 中部的
1,instantly,[?nst?ntli],adv.立即地 即刻地
1,projector,[pr?'d?ekt?],n.放映机
1,tolerate,[t?l?re?t],vt.忍受 容忍
1,temper,[temp?],n. 钢等 韧度 回火 性情 脾气 情绪 心情 调剂 趋向v. 冶金 回火、锻炼 调和 调节
1,dissatisfaction,[d?ss?t?s'f?k??n],n.不满 不平 令人不满的事物
1,suddenly,[s?d?nli],adv.突然地
1,deteriorate,[d?'t??ri?re?t],v. 使 恶化
1,existent,[?ɡ'z?st?nt],adj.存在的 生存的 现存的n.存在的事物 生存者
1,penetrate,[pen?tre?t],vt.穿透 渗透 看穿 洞察vi.刺入 看穿 渗透 弥漫
1,operate,[?p?re?t],v.操作 运转 开动 起作用 动手术 开刀n.[军]作军事行动
1,surge,[s??d?],n.巨涌 汹涌 澎湃vi.汹涌 澎湃 振荡 滑脱 放松vt.使汹涌奔腾 急放
1,trigger,[tr?ɡ?],vt.引发 引起 触发n.板机
1,frustration,[fr?'stre???n],n.挫败 挫折 受挫
1,appreciate,[?'pri??ie?t],vt.赏识 鉴赏 感激vi.增值 涨价
1,exert,[?ɡ'z??t],vt.尽 力  施加 压力等  努力v.发挥 竭尽全力 尽
1,substantial,[s?b'st?n??l],adj.坚固的 实质的 真实的 充实的
1,eliminate,[??l?m??ne?t],vt.排除 消除v.除去
1,error,[er?],n.错误 过失 误差
1,application,[?pl?'ke???n],n.请求 申请 申请表 应用 运用 施用 敷用 应用 应用程序 应用软件
1,ip,[a?'pi],Internet Protocol 网际协议
1,practitioner,[pr?k't???n?],n.从业者 开业者
1,mentally,[ment?li],adv.精神上 智力上 在内心
1,limitation,[l?m?'te???n],n.限制 局限性
1,financially,[f?'n?n??l?],adv.财政上 金融上
1,appeal,[?'pi?l],n.请求 呼吁 上诉 吸引力 要求 vi.求助 诉请 要求 vt.控诉
1,match,[m?t?],n.火柴 比赛 竞赛 匹配  足球 捧球 蓝球 比赛v.相配 相称 比赛 相比 匹配
1,heavily,[hev?li],adv.很重地 沉重地
1,dependent,[d?'pend?nt],adj.依靠的 依赖的 由...决定的 随...而定的
1,confident,[k?nf?d?nt],adj.自信的 确信的
1,ce,[?si?'i?],abr. IBM customer engineer [计] IBM n.[化]铈 Cerium 
1,fi,[efa?], [域] Finland  芬兰
1,nowadays,[na??de?z],adv.现今 现在
1,store,[st??],vt.贮藏 贮备 存储n.商店 店铺 贮藏 贮备
1,terminal,[t??m?n?l],n.终点站 终端 接线端adj.末期 每期的 每学期的
1,pick,[p?k],n.精选 掘 鹤嘴锄vt.摘 掘 凿 挑选 挖 挑剔vi.摘 掘 凿 挖 挑选v.拾取
1,parcel,[pɑ?s?l],n.小包 包裹vt.打包 捆扎
1,email,[i?me?l],n.电子信函
1,delete,[d?'li?t],vt.删除
1,cent,[sent],n. 货币单位 分 分币
1,economist,[?'k?n?m?st],n.经济学者 经济家 [古]节俭的人 节约者
1,murphy,[m??f?],n.<俚>土豆 马铃薯
1,rating,[re?t??],n.等级级别 尤指军阶  额定 责骂 申斥
1,feedback,[?fi?db?k],n.[无]回授 反馈 反应
1,nuclear,[nju?kli?],adj.[核]核子的 原子能的 核的 中心的
1,fabrication,[f?br?'ke???n],n.制作 构成 伪造物 装配工
1,click,[kl?k],v.发出滴答声n.滴答声
1,mouse,[ma?s],n.鼠 耗子v.搜寻
1,cursor,[k??s?],n.指针
1,damn,[d?m],v.谴责
1,announce,[?'na?ns],vt.宣布 通告
1,commonplace,[k?m?nple?s],n.平凡的事 平常话adj.平凡的
1,confess,[k?n'fes],v.承认 坦白 忏悔
1,fascinate,[?f?s?ne?t],vt.使着迷 使神魂颠倒vi.入迷 极度迷人的
1,shine,[?a?n],v.照耀 发光vt.擦亮n.光泽 光亮
1,shower,[?a??],n.阵雨 淋浴  一 阵  一 大批vt.大量地给与
1,voyage,[v???d?],n.航程 航空 航海记 旅行记vi.航海 航行vt.渡过 飞过
1,routinely,[ru??ti?nli],adv.例行公事地
1,overcome,[??v?'k?m],vt.战胜 克服 胜过 征服vi.得胜
1,wind,[w?nd],n.风v.绕 缠 上发条 旋紧
1,screw,[skru?],n.螺丝钉 螺旋 螺杆 螺孔 螺旋桨 吝啬鬼vt.调节 旋 加强 压榨 强迫 鼓舞vi.转动 旋 拧
1,nice,[na?s],adj.美好的 和蔼的 正派的 细微的 挑剔的 精密的 拘泥的
1,scientifically,[?sa??n't?f?kl?],adv.按科学的方法
1,probe,[pr??b],n.探针 探测器vt. 以探针等 探查 查明
1,qualification,[kw?l?f?'ke???n],n.资格 条件 限制 限定 赋予资格
1,arbitrary,[ɑ?b?tr?ri],adj.任意的 武断的 独裁的 专断的
1,either,[a???],adj.任一的  两方中的 每一方的 pron.任一 随便任一个 conj.或者 也
1,missis,[m?s?z],n.太太 妻子
1,merit,[mer?t],n.优点 价值v.有益于
1,competitive,[k?m'pet?t?v],adj.竞争的
1,narrowly,[n?r??li],adv.勉强地 精细地
1,proceeding,[pr?'si?d??],n.行动 进行 [pl.] 会议录 学报
1,netherlands,[ne??l?ndz],n.荷兰 地区名
1,qualify,[kw?l?fa?],v. 使 具有资格 证明合格 限制修饰vt.限制 限定
1,professorship,[pr?'fes???p],n.教授之职
1,institute,[?nst?tju?t],n.学会 学院 协会vt.创立 开始 制定 开始 调查  提起 诉讼 
1,fellowship,[fel????p],n.伙伴关系 交情 团体 奖学金 友谊
1,matthew,[?m?θju?],n.马太 [宗]马太福音
1,bible,[ba?b?l],n.<<圣经>>
1,wisdom,[w?zd?m],n.智慧 明智的行为 学识 名言 贤人 至理名言
1,formula,[f??mj?l?],n.公式 规则 客套语
1,albert,[??lb?t],n.艾伯特 男子名 
1,risky,[r?ski],adj.危险的
1,award,[?'w??d],n.奖 奖品vt.授予 判给
1,technique,[tek'ni?k],n.技术 技巧 方法 表演法 手法
1,penalty,[pen?lti],n.处罚 罚款
1,northwestern,[n??θ'west?n],adj.西北方的 来自西北的
1,subsequent,[s?bs?kw?nt],adj.后来的 并发的
1,citation,[sa?'te???n],n.引用
1,attrition,[?'tr???n],n.磨擦 磨损
1,outperform,[a?tp?'f??m],vt.做得比...好 胜过
1,comparable,[k?mp?r?b?l],adj.可比较的 比得上的
1,deem,[di?m],v.认为 相信
1,proverbial,[pr?'v??bi?l],adj.谚语的 谚语式的 众所周知的 公认的
1,kick,[k?k],v.踢n.踢
1,pant,[p?nt],v.气喘n.气喘
1,apparently,[?'p?r?ntli],adv.显然地
1,reasonable,[ri?z?n?b?l],adj.合理的 有道理的 通情达理的 讲道理的
1,agent,[e?d??nt],n.代理 商 
1,maximum,[m?ks?m?m],n.最大量 最大限度 极大adj.最高的 最多的 最大极限的
1,bang,[b??],n.重击 突然巨响v.发巨响 重击
1,buck,[b?k],n.<美口> 元 雄鹿 公羊 公兔v. 马等 突然一跃 将骑手摔下 
1,scientific,[sa??n't?f?k],adj.科学的
1,establishment,[?'st?bl??m?nt],n.确立 制定 设施 公司 军事组织
1,efficient,[?'f???nt],adj. 直接 生效的 有效率的 能干的
1,quit,[kw?t],vi.离开 辞职 停止vt.离开 放弃 解除 停止
1,fire,[fa??],n.火 炉火 火灾 失火 闪光 炮火 热情 激情vt.点燃 烧制 使发光 给 炉子等 加燃料 放枪 激动 <口>解雇vi.开枪 射击 着火 烧火 激动
1,edit,[ed?t],vt.编辑 校订 剪辑n.编辑工作
1,version,[v????n],n.译文 译本 翻译
1,respect,[r?'spekt],n.尊敬 敬重 注意 考虑 尊重 关系 有关 敬意vt.尊敬 尊重 不防碍
1,disappointment,[?d?s??p??ntm?nt],n.失望
1,fate,[fe?t],n.天数 命运 运气vt.注定 送命
1,careful,[ke?fl],adj.小心的 仔细的
1,road,[r??d],n.路 道路 公路 大道
1,rejection,[r?'d?ek??n],n.拒绝
1,fatal,[fe?t?l],adj.致命的 重大的 命运注定的 不幸的 致命的 毁灭性的
